Title;People;Class;minplayers;maxplayers;allow_kids;Description;Genre
Hesiod, the Homeric Hymns, and Homerica;Hesiod;books;1;1;0;"""Hesiod, the Homeric Hymns, and Homerica"" by Hesiod is a collection of ancient Greek poetry that includes works attributed to both Hesiod and Homer, likely compiled during the 8th to 7th century BC. This anthology features major pieces such as ""Works and Days"" and ""The Theogony,"" focusing on themes of morality, the origins of the gods, and practical wisdom for daily living, reflecting a time when poetry was a fundamental way of preserving cultural knowledge and ethics.  The opening section of the work presents an overview of several key poems, specifically highlighting ""Works and Days."" It begins with an invocation to the Muses, followed by an exploration of the dualities of Strife—one that encourages productive competition and another that fosters chaos and conflict. The narrative sets the stage for moral teachings, including justice, the importance of hard work, and the consequences of wrongful actions. The figure of Perses, Hesiod's brother, emerges as a focal point for these teachings, representing the everyman in a struggle against idleness and the transgressions of human nature. The combination of cosmological themes with practical advice provides a rich context for understanding ancient Greek thought. (This is an automatically generated summary.)";Epic poetry, Greek, Epic poetry, Greek -- Translations into English, Hesiod -- Translations into English, Gods, Greek -- Poetry, Hymns, Greek (Classical) -- Translations into English
A Pocket Dictionary: Welsh-English;William Richards;books;1;1;0;"""A Pocket Dictionary: Welsh-English"" by William Richards is a reference dictionary written in the mid-19th century. This work provides an accessible resource for Welsh speakers to understand and utilize the English language, aiming to bridge the communication gap between the two linguistic communities. It includes a variety of common words rather than obscure terms, making it practical for everyday use.  The opening portion of the dictionary sets the stage for its purpose by discussing the growing desire among Welsh people to learn English, emphasizing that language mastery often requires the aid of dictionaries. Richards critiques existing dictionaries for including many seldom-used words and asserts that his edition is intentionally limited to practical vocabulary that is commonly used in speech and writing. He underscores the meticulous care taken in preparing the dictionary to ensure accuracy and usability for learners and speakers alike. (This is an automatically generated summary.)";Welsh language -- Dictionaries -- English, English language -- Dictionaries -- Welsh
Relativity : the Special and General Theory;Albert Einstein;books;1;1;0;;Relativity (Physics)
Don Juan Tenorio;José Zorrilla;books;1;1;0;"""Don Juan Tenorio"" by José Zorrilla is a dramatic play written in the mid-19th century, renowned as a classic of Spanish literature. The story centers around the infamous character Don Juan Tenorio, a reckless and charming libertine who engages in various amorous exploits and challenges morality in his pursuit of pleasure and conquest.  The opening of the play sets the scene in an inn during the lively celebrations of Carnival, where Don Juan is introduced as a cunning and flamboyant character. He writes a letter intended for Doña Inés, the object of his affections, while his servant, Ciutti, and the innkeeper, Buttarelli, discuss their master’s reputation. A wager between Don Juan and his acquaintance Don Luis Mejía is established, laying the groundwork for a contest of seduction and moral defiance. As the carnival revelry unfolds, the tensions rise with the arrival of articulated figures and potential witnesses of their sinister games, hinting at the larger implications of Don Juan's reckless lifestyle on himself and those around him. This engaging introduction quickly immerses the audience in themes of love, rivalry, and the impending consequences of libertinism. (This is an automatically generated summary.)";Juan, Don (Legendary character) -- Drama
Pag Susulatan nang Dalauang Binibini na si Urbana at ni Feliza;Modesto de Castro;books;1;1;0;"""Pag Susulatan nang Dalauang Binibini na si Urbana at ni Feliza"" by Modesto de Castro is a fictional epistolary work written in the late 19th century. The book narrates the correspondence between two sisters, Urbana and Feliza, focusing on their education and moral lessons as they navigate life and societal expectations. Through their letters, the sisters discuss virtues, proper behavior, and the responsibilities of young women in their society, providing insights into the cultural values of the time.  The opening of the work establishes Urbana as the elder sister who serves as a mentor to Feliza, guiding her through life’s complexities and the importance of maintaining good character. In her letters, Urbana emphasizes the significance of education, respect for parents, the cultivation of moral behavior, and social etiquette. Feliza responds with reflections on her own experiences and learns from Urbana’s teachings, illustrating a mentor-mentee dynamic where traditional values of femininity, piety, and diligence are explored. The themes of familial love and guidance are emphasized, setting the tone for a narrative rich in cultural context and moral instruction. (This is an automatically generated summary.)";Young women -- Conduct of life, Women -- Philippines
The gardener;Rabindranath Tagore;books;1;1;0;"""The Gardener"" by Rabindranath Tagore is a collection of poems written in the early 20th century. This lyrical work explores themes of love, longing, and nature, reflecting Tagore's deep emotional resonance with life and beauty. The poems encapsulate the essence of human emotions through vibrant imagery and philosophical musings, making it a significant piece within the realm of poetic literature.  In ""The Gardener,"" Tagore presents a world rich with desire and introspection, where characters express their emotions in various forms. The collection features dialogues between lovers, contemplations of the natural world, and reflections on life’s fleeting moments. The poems often juxtapose the terrestrial with the spiritual, highlighting a quest for connection and understanding amidst the beauty of existence. Through metaphors of gardening, nature, and layered emotions, Tagore invites readers to engage with their own desires and the ephemeral beauty of life, crafting a reflective space infused with both joy and melancholy. (This is an automatically generated summary.)";Indic poetry -- Translations into English, Tagore, Rabindranath, 1861-1941 -- Translations into English, Bengali poetry -- Translations into English
A Child's Garden of Verses;Robert Louis Stevenson;books;1;1;0;"""A Child's Garden of Verses"" by Robert Louis Stevenson is a collection of poetry written in the late 19th century. This charming book captures the innocence, imagination, and experiences of childhood from a child's perspective. Stevenson's work resonates with themes of play, wonder, and the natural world, offering reflections on the joys and trials of growing up.  The poetry within ""A Child's Garden of Verses"" explores various aspects of childhood experiences—from the simple joys of playing in the garden, bathing in sunlight, and daydreaming of adventures, to the more contemplative thoughts about the passage of time and the bond with caregivers. Each poem, rich with imagery and emotion, invites young readers to engage with their surroundings, exemplifying the beauty and enchantment found in everyday life. The collection balances whimsical themes with gentle life lessons, ensuring that both children and adults can appreciate the deeper meanings woven throughout the verses. With its lyrical prose and delightful illustrations, the book remains a timeless treasure in children's literature. (This is an automatically generated summary.)";Children's poetry, English
A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Librar (50);;books;1;1;0;"""A Classification and Subject Index for Cataloguing and Arranging the Books and Pamphlets of a Library"" by Melvil Dewey is a comprehensive guide on library classification systems published during the late 19th century. The work outlines the Dewey Decimal Classification system, a numeric scheme devised to categorize library materials by subject matter, facilitating organization and retrieval. It focuses on practical usability rather than exhaustive theoretical constructs, which reflects the evolving needs of libraries in the period.  The opening portion elaborates on the rationale behind the design of the classification system, initiated by Dewey in 1873. It describes the fundamental structure of the system, which divides knowledge into ten primary classes, each further subdivided into divisions and sections, all assigned unique numerical identifiers. Dewey emphasizes the importance of categorizing books by their content rather than their format, ensuring that related materials are grouped together for easier access. As libraries grow, this system allows for flexible reorganization without the need for constant re-cataloguing, thus enhancing library efficiency and user experience. (This is an automatically generated summary.)";Classification, Dewey decimal
The Principles of Psychology, Volume 1 (of 2);William James;books;1;1;0;"""The Principles of Psychology, Volume 1 (of 2)"" by William James is a scientific publication written in the late 19th century. This extensive work addresses the fundamental principles and scope of psychology as a discipline, linking mental processes to their underlying physical conditions. James's analysis emphasizes the relationship between the mind and the physical brain, setting the groundwork for understanding psychological phenomena through a scientific lens.  The opening of the book serves as a preface to the broader exploration of psychology that follows. William James discusses the overarching nature of mental phenomena and their dependence on cerebral conditions, noting the inadequacies of both spiritualistic and associationist theories of mind. He introduces the idea of psychology as a natural science that relies on empirical observations and rejects metaphysical explanations. This brief but compelling introduction establishes the direction of the treatise, which aims to dissect the workings of the mind through the lens of physiological processes and to question previous psychological assumptions. (This is an automatically generated summary.)";Psychology
Tales of the Jazz Age;F. Scott Fitzgerald;books;1;1;0;"""Tales of the Jazz Age"" by F. Scott Fitzgerald is a collection of short stories written in the early 20th century, specifically during the Jazz Age era of the 1920s. The stories encapsulate the cultural and societal changes of the time, showcasing the extravagant lifestyles and explorations of identity characteristic of the Roaring Twenties. Through various characters and scenarios, Fitzgerald delves into themes of love, ambition, and the pursuit of happiness against the backdrop of a rapidly changing America.  The opening portion of ""Tales of the Jazz Age"" introduces the first story, ""The Jelly-Bean,"" which follows the life of Jim Powell, affectionately known as a ""Jelly-bean,"" a term used in the South to describe a man who idles his life away. At twenty-one, Jim navigates the social landscape of his small Georgian town, where he feels out of place amongst the more affluent youth. Despite his lack of social status and former family prominence, Jim grapples with feelings of inadequacy, particularly as he contemplates attending a party to which he has been invited. Fitzgerald paints a vivid picture of Jim's internal struggles with self-image and unrequited love as he reflects on his relationship with his surroundings and the people within it, setting the stage for a story that examines the complexities of belonging and desire. (This is an automatically generated summary.)";Short stories, United States -- Social life and customs -- 20th century -- Fiction
Everyman, with other interludes, including eight miracle plays (50);;books;1;1;0;"""Everyman"" with other interludes, including eight miracle plays by Ernest Rhys is a collection of medieval morality plays likely written in the late 15th century. The central focus of this collection revolves around the character of Everyman, who represents all humanity, as he embarks on a journey to reckon with his life and face Death. This work offers a blend of religious themes, human virtues, and moral reflections, engaging readers in both the spiritual and social contexts of its time.  The opening of ""Everyman"" introduces the theme of death and the importance of living a righteous life. The play begins with a messenger calling for the audience's attention to the moral narrative about Everyman, who receives a summons from Death, sent by God. Throughout this introduction, Everyman is depicted as being unprepared for his journey to give an account of his life, gripping the reader with the stark reality of mortality. Characters such as Fellowship, Kindred, and Goods, who symbolize different aspects of Everyman’s life, all abandon him in this time of need, ultimately highlighting the solitary confrontation humanity must face when confronted with death. The narrative sets the tone for the larger moral lessons woven throughout the collection, emphasizing the value of Good Deeds and the futility of material wealth. (This is an automatically generated summary.)";Mysteries and miracle-plays, English, English drama -- To 1500, Bible plays, English, Moralities, English
The Little Red Hen (50);;books;1;1;0;"""The Little Red Hen"" by Florence White Williams is a children's folk tale retold and illustrated in the early 20th century. This book narrates the story of a diligent hen who, despite the reluctance of her barnyard friends, undertakes the labor of planting, harvesting, and baking bread. The moral centers around the value of hard work and the consequences of laziness, making it an engaging read for young audiences and a useful teaching tool for imparting lessons about responsibility and teamwork.  In the tale, the Little Red Hen discovers a wheat seed and decides to plant it. Throughout the process of growing the wheat, the cat, pig, and rat refuse to help her with any tasks, such as planting, cutting, or threshing the wheat. Despite their indifference, the hen perseveres, taking on all the responsibilities herself. When the bread is finally baked, the same creatures who had previously declined to assist eagerly ask to eat it. However, the Little Red Hen proudly claims the fruits of her labor, teaching a valuable lesson about reaping rewards only from one’s efforts. (This is an automatically generated summary.)";Animals -- Juvenile fiction, Chickens -- Juvenile fiction
The Velveteen Rabbit;Margery Williams Bianco;books;1;1;0;"""The Velveteen Rabbit"" by Margery Williams Bianco is a classic children's book written in the early 20th century. This beloved tale follows the journey of a stuffed rabbit made of velveteen and explores themes of love, reality, and the nature of being through the eyes of toys. The story delves into what it means to be ""real"" in a world dominated by the enchantment of childhood.  The narrative begins with the Velveteen Rabbit, who longs to be loved by the Boy and transformed into a ""real"" rabbit. Initially overlooked among other toys, the Rabbit finds comfort in the wisdom of the older Skin Horse. After gaining the Boy’s affection and spending countless joyful days together, the Rabbit becomes real in the Boy's eyes when he realizes the depth of their bond. However, when the Boy falls ill, the Rabbit faces a heartbreaking fate as he is discarded. Yet, a fairy appears to grant him true reality, transforming him into a living rabbit. Ultimately, the story emphasizes the profound impact of love and connection, revealing that being loved makes one truly real, regardless of outward appearances. (This is an automatically generated summary.)";Toys -- Juvenile fiction, Rabbits -- Juvenile fiction
The Life and Adventures of Santa Claus;L. Frank Baum;books;1;1;0;;Christmas stories, Santa Claus -- Juvenile fiction
Favorite Fairy Tales (49);;books;1;1;0;"""Favorite Fairy Tales"" by Logan Marshall is a collection of classic fairy tales arranged for young readers, likely written in the early 20th century. The book features beloved stories such as ""Snow White,"" ""Cinderella,"" and ""Aladdin,"" inviting readers into a world of enchantment and moral lessons. Each tale is imbued with magical elements and intriguing characters that teach timeless values.  At the start of this collection, the opening tale, “Little Snow-White,” introduces readers to the beautiful young princess and her envious stepmother, the queen. After the queen commands a huntsman to kill Snow-White out of jealousy, the huntsman spares her, prompting Snow-White to flee into the forest. She discovers the home of seven dwarfs who take her in, and the story unfolds with themes of danger, friendship, and the struggle against jealousy. The engaging narrative sets the stage for other beloved tales, each continuing to weave themes of love, courage, and resilience in the face of adversity. (This is an automatically generated summary.)";Fairy tales
The Secret Adversary;Agatha Christie;books;1;1;0;"""The Secret Adversary"" by Agatha Christie is a mystery novel likely written in the early 20th century. The story revolves around two young adventurers, Tommy Beresford and Tuppence Cowley, who are seeking employment in post-World War I England. Their desire for adventure leads them to form a partnership and pursue a mysterious case involving a girl named Jane Finn, who is tied to critical wartime documents that have mysterious implications.  At the start of the book, we encounter a dramatic prologue set aboard the doomed RMS Lusitania, where an American girl is entrusted with vital papers by a panicked man just before the ship is torpedoed. The narrative then shifts to Tommy and Tuppence, who reunite after their war service. They both seek opportunities for work but struggle with financial pressures. Their chance conversation leads to the formation of ""The Young Adventurers, Ltd."", as they place an advertisement in search of employment that will allow them to earn money and, hopefully, excitement in their lives. The introduction presents a blend of intriguing characters and a sense of purpose, hinting at the adventurous plotlines to come as they navigate espionage and the search for Jane Finn. (This is an automatically generated summary.)";Private investigators -- England -- Fiction, Detective and mystery stories, Domestic fiction, Married people -- Fiction, Missing persons -- Fiction, Beresford, Tommy (Fictitious character) -- Fiction, Beresford, Tuppence (Fictitious character) -- Fiction
Great short stories, Volume 3 (of 3) : (49);;books;1;1;0;;Fiction, Short stories, Love stories, Adventure stories
The Taming of the Shrew;William Shakespeare;books;1;1;0;"""The Taming of the Shrew"" by William Shakespeare is a comedic play written during the late 16th century. The story explores themes of love, marriage, and gender roles through the tumultuous relationship between Petruchio and Katherina Minola, known for her sharp tongue and fiery demeanor. The play's humor and wit challenge societal expectations, making it an enduring piece of literature.  The opening of the play begins with the Induction, introducing Christopher Sly, a drunken tinker who is the subject of a whimsical prank by a lord. This lord plans to make Sly believe he is a nobleman, setting the stage for the following play within a play. The subsequent scenes introduce Lucentio, who has come to Padua to pursue his love, Bianca, while dealing with the formidable Katherina, her elder sister. The dynamics between these characters hint at the ensuing comedic conflicts surrounding courtship and the concept of domination in relationships, engaging the audience in a multifaceted narrative of love and social commentary. (This is an automatically generated summary.)";Comedies, Man-woman relationships -- Drama, Married people -- Drama, Sex role -- Drama, Padua (Italy) -- Drama
The Post Office;Rabindranath Tagore;books;1;1;0;"""The Post Office"" by Rabindranath Tagore is a play, written in the early 20th century. This poignant work delves into themes of childhood, illness, and the yearning for freedom and connection. It unfolds in a rural setting, capturing the world of a little boy named Amal, who is confined to his home due to sickness but dreams of the outside world beyond his window.  The story centers on Amal, who is adopted by a man named Madhav. Despite being gravely ill and instructed to stay indoors, Amal's imagination is vivid and full of curiosity. He interacts with various characters, including a watchman and a flower girl named Sudha, sharing his hopes and dreams of exploring beyond the barriers set by his illness. As the play progresses, Amal longs for a letter from the king, believing it signifies a promise of connection and adventure. His innocent hope serves as a counterpoint to his precarious situation, and ultimately, as the king's herald announces the royal arrival, the audience is led to ponder the significance of freedom and the bonds of love that connect us, even amidst life's limitations. (This is an automatically generated summary.)";Tagore, Rabindranath, 1861-1941 -- Translations into English, Indic drama -- Translations into English, Bengali drama -- Translations into English
The Princess and the Goblin;George MacDonald;books;1;1;0;"""The Princess and the Goblin"" by George MacDonald is a children's fantasy novel likely written in the late 19th century. The story follows Princess Irene, a curious eight-year-old girl, as she navigates a world filled with magic, adventure, and the mysterious goblins lurking beneath her kingdom. The narrative promises enchanted encounters and moral lessons as Irene interacts with her seemingly imaginary great-great-grandmother and confronts challenges posed by the mischievous goblins.  The opening of the story introduces Princess Irene, who resides in a beautiful palace and cherishes her imaginative world, despite feeling confined. It explains how she lost her way in the palace, highlighting her bravery and determination. As she explores the castle, she discovers an old lady with a humming spinning wheel, who reveals herself to be her great-great-grandmother. This old woman is both maternal and mysterious, hinting at her magical nature. The tension builds with the mention of goblins living in the caverns below the mountains, setting the stage for future encounters and adventures that intertwine the fates of Irene and the goblin people. Overall, the opening beckons readers into an enchanting realm where childhood wonder meets folklore and adventure. (This is an automatically generated summary.)";Fantasy literature, Fairy tales, Children's stories, Goblins -- Juvenile fiction, Princesses -- Juvenile fiction
El árbol de la ciencia: novela;Pío Baroja;books;1;1;0;"""El árbol de la ciencia: novela"" by Pío Baroja is a novel written in the late 19th century. The story primarily follows Andrés Hurtado, a medical student navigating the complexities of life, academia, and his family dynamics in Spain. The book explores themes of scientific exploration, societal norms, and the challenges of personal growth amidst the backdrop of early 20th-century Madrid.  The opening of the novel introduces Andrés Hurtado on the first day of his medical studies in Madrid, illustrating his feelings of confusion and anticipation as he mingles with fellow students at the School of Architecture, where his classes are temporarily held. We are introduced to his companions, Julio Aracil and Montaner, who share a mix of camaraderie and rivalry. As Andrés reflects on his life, we get insight into his family, particularly the complicated relationship he shares with his father and the feeling of isolation following his mother's death. This portion of the novel sets the stage for Andrés's intellectual and emotional journey through the trials of his medical education and the society he inhabits. (This is an automatically generated summary.)";Physicians -- Fiction, Madrid (Spain) -- Fiction, Spain -- Fiction, Medical students -- Fiction, Spanish fiction -- 20th century
The United States Constitution;United States;books;1;1;0;"""The United States Constitution"" by United States is a historically significant document written in the late 18th century. It is not only a foundational legal text but also serves as a framework for America's governance, outlining the structure and powers of government and establishing the rights of citizens. The book centers on key topics such as federalism, the separation of powers, and the checks and balances that are integral to American democracy.  The Constitution is organized into several articles, each detailing specific aspects of government operation. It begins with a preamble that states the purpose of the document— to create a more unified and just society. It addresses the legislative branch in Article I, delineating the powers and responsibilities of Congress, followed by the executive branch in Article II, which defines the presidency's powers. Article III establishes the judiciary, creating a system of federal courts. The Constitution also includes provisions for states' relations and describes the process for amendments, ensuring adaptability over time. Ultimately, this document not only serves as a blueprint for political structure but also embodies the principles of democracy and rule of law that continue to govern the United States today. (This is an automatically generated summary.)";United States -- Politics and government -- 1783-1789 -- Sources, United States. Constitution
Emile;Jean-Jacques Rousseau;books;1;1;0;"""Emile"" by Jean-Jacques Rousseau is a philosophical treatise on education, likely written in the late 18th century. The work explores Rousseau's thoughts on how children should be raised and educated, emphasizing the need to align educational practices with natural development rather than societal norms. Central to the text is the character of Emile, an imaginary pupil who undergoes a unique form of upbringing that cultivates his natural goodness and capacities.  The opening of ""Emile"" introduces Rousseau's aims for the book, explaining his departure from traditional educational approaches. He expresses his belief that conventional methods are flawed and do not account for the essence of a child's nature or their potential for learning. Rousseau critiques societal influences that corrupt the inherent goodness of children and argues for a nurturing approach that respects their development. He presents a vision for education focused on understanding the child's needs and nature, suggesting that personal and experiential learning should take precedence over rote memorization and formal instruction. This foundational philosophy sets the stage for the detailed explorations of Emile's upbringing that follow in the text. (This is an automatically generated summary.)";Education -- Early works to 1800
The Philippine Islands, 1493-1803 — Volume 05 of 55 (49);;books;1;1;0;"""The Philippine Islands, 1493-1803 — Volume 05 of 55"" edited by Emma Helen Blair, James Alexander Robertson, and Edward Gaylord Bourne is a historical account written in the early 20th century. This volume focuses on a specific period in the late 16th century, detailing vital explorations, interactions, and socio-political developments in the Philippines during Spanish colonial rule. It presents accounts of the islands, descriptions of their diverse peoples, and insights into the Catholic missions alongside documentation that reveals the complexities of colonial governance and indigenous relations.  The opening of the work introduces the context of 1582-1583, a significant time during the early Spanish occupation. Governor Gonzalo Ronquillo de Peñalosa communicates with King Felipe II regarding the administration of the colony, highlighting challenges such as the oppression of indigenous peoples, the need for more missionaries, and threats from Japanese pirates. Key figures like Bishop Domingo de Salazar emerge as advocates for the rights of the natives, calling for reforms to alleviate their suffering from the colonial system. The initial documents summarize the governor's efforts to fortify the colony, both militarily and spiritually, while addressing economic strategies to bolster trade and governance in the Philippine Islands. (This is an automatically generated summary.)";Philippines -- History -- Sources, Missions -- Philippines, Philippines -- Discovery and exploration, Demarcation line of Alexander VI
Christmas Carol Collection 2006;Various;books;1;1;0;;Christmas music
The Mantle, and Other Stories;Nikolai Vasilevich Gogol;books;1;1;0;"""The Mantle and Other Stories"" by Nikolai Vasilevich Gogol is a collection of short stories written in the early 19th century. The stories often revolve around the absurdities of life in Russian society, employing satire and humor to critique characters and their follies. One of the central characters is Akaki Akakievitch, a titular councillor whose life takes a turn following the loss of his beloved cloak, which becomes a symbol of his social position and identity.  The opening of ""The Mantle"" introduces Akaki Akakievitch, a meek and unnoticed government clerk in St. Petersburg, who is humorously depicted as utterly devoted to his mundane work of copying documents. Gogol paints a vivid picture of Akaki's drab life, marked by ill-fitting clothes and constant ridicule from his colleagues. As Akaki discovers the dilapidated state of his old coat and resolves to get a new one, the narrative sets the stage for his transformation, exploring themes of social alienation and the human condition in a satirical light. The segment hints at the interplay of societal expectations and personal aspirations, foreshadowing the struggles Akaki will endure in pursuit of dignity through something as simple yet profound as a cloak. (This is an automatically generated summary.)";Russia -- Social life and customs -- Fiction, Short stories, Russian -- Translations into English, Gogol, Nikolai Vasilevich, 1809-1852 -- Translations into English
Mrs. Warren's Profession;Bernard Shaw;books;1;1;0;"""Mrs. Warren's Profession"" by George Bernard Shaw is a play written in the late 19th century (specifically in 1894). The narrative centers around themes of social morality and the complexities surrounding the profession of prostitution through the lens of a mother-daughter relationship. The main characters are Mrs. Warren, a brothel owner who defends her lifestyle choices, and her daughter Vivie Warren, a strong and educated young woman grappling with the implications of her mother's profession.  The opening of the play introduces us to Vivie Warren, an intelligent and self-possessed young woman, who is busy with her studies at her cottage in Surrey when she receives a visit from Praed, a family friend. Their conversation reveals Vivie's independent spirit and practical approach to life, contrasting sharply with her mother's more extravagant lifestyle. Praed's anticipation of meeting Mrs. Warren suggests she is a compelling figure, but the audience senses potential conflict regarding Vivie's future and the shadow of her mother's choices. When Mrs. Warren finally enters, her colorful personality and the dynamic with Vivie hint at deeper tensions relating to the societal implications of their lives, setting the stage for a provocative exploration of morality and choice in the ensuing acts. (This is an automatically generated summary.)";Working class women -- Great Britain -- Drama, Prostitutes -- Great Britain -- Drama, Prostitution -- Great Britain -- Drama, Great Britain -- Social conditions -- 19th century -- Drama
The Philippine Islands, 1493-1898 - Volume 40 of 55, 1690-1691 (48);;books;1;1;0;"""The Philippine Islands, 1493-1898 - Volume 40 of 55, 1690-1691"" by Emma Helen Blair et al. is a historical account written in the early 20th century. The work details the explorations, experiences, and observations of early navigators and missionaries in the Philippines, documenting the islands' political, economic, and religious conditions from their initial contact with European powers up until the end of the 19th century. This volume, specifically focused on the years 1690-1691, serves as a rich resource for understanding the dynamics of colonial interactions and the local cultures in the archipelago during this transformative period.  The opening of this volume introduces the political and ecclesiastical tensions in Manila during 1690-91, primarily revolving around disputes between the local bishop and secular authorities. An unsigned letter recounts the efforts of a Jesuit and the implications of a bishop's confrontational attempts to assert control over ecclesiastical posts, leading to widespread gossip and tension in the city. Simultaneously, the text delves into ethnological descriptions of the indigenous peoples, such as the Tagálogs and Visayans, and their customs as recorded by early missionaries. It touches upon their social structures, beliefs, and practices, revealing a wealth of intricately woven details about the interplay between native cultures and European colonial influences at this point in history. (This is an automatically generated summary.)";Philippines -- History -- Sources, Missions -- Philippines, Philippines -- Discovery and exploration, Demarcation line of Alexander VI
The Portrait of a Lady — Volume 1;Henry James;books;1;1;0;"""The Portrait of a Lady — Volume 1"" by Henry James is a novel written during the late 19th century. This literary work intricately explores the life and destiny of a young American woman, Isabel Archer, as she embarks on her journey of self-discovery in Europe. The narrative delves into themes of freedom, societal expectations, and the complexities of personal identity, making it a poignant examination of a woman's quest for independence amid cultural constraints.  The opening of the novel sets a tranquil scene at an English country house, where an afternoon tea gathering is taking place. The characters introduced include Mr. Touchett, a wealthy American who has settled in England, and his son, who engages in light-hearted banter with their guest, Lord Warburton. As they discuss life, comfort, and their anticipation of Mrs. Touchett's return from America with her niece, the atmosphere is both relaxed and contemplative. The arrival of Isabel Archer, the anticipated niece, marks a shift, as her spirited and lively demeanor captivates those present, hinting at the profound impact she will have on their lives and the unfolding narrative. Through lively conversation, the stage is set for a drama about ambitions, affinities, and challenges that Isabel will face, thus engaging readers in her journey from innocence to experience. (This is an automatically generated summary.)";Inheritance and succession -- Fiction, Psychological fiction, Love stories, Fathers and daughters -- Fiction, Married women -- Fiction, Triangles (Interpersonal relations) -- Fiction, Italy -- Fiction, Archer, Isabel (Fictitious character) -- Fiction, Americans -- Italy -- Fiction
The American Occupation of the Philippines 1898-1912;James H. Blount;books;1;1;0;"""The American Occupation of the Philippines 1898-1912"" by James H. Blount is a historical account written in the early 20th century. The book explores the dynamics between the United States and the Philippines during the period of American occupation, focusing on events surrounding the Philippine struggle for freedom following the Spanish-American War. Blount, who served as both a military officer and a district judge in the Philippines, offers an insider's perspective on the complex issues of colonialism and the legitimacy of American actions in the region.""  ""At the start of the work, Blount introduces his experiences in the Philippines during the American invasion, detailing the circumstances leading to the U.S. naval victory at Manila Bay and the involvement of Filipino revolutionary leader Emilio Aguinaldo. Blount reflects on the initial hopes of the Filipinos for independence, fueled by their cooperation with American forces, and sets the stage for the unfolding narrative of deceit and disillusionment as the intention for American control becomes clear. He emphasizes the ramifications of broken promises between the U.S. and the Filipinos, providing a critical view on American imperialism and its impact on the aspirations for freedom among the Filipino people."" (This is an automatically generated summary.)";Philippines -- History -- 1898-1946, Philippines -- Politics and government -- 1898-1935
Cane;Jean Toomer;books;1;1;0;"""Cane"" by Jean Toomer is a collection of interconnected literary pieces—poems, sketches, and short stories—written in the early 20th century. The work explores the lives of Black individuals in the rural South and urban North, capturing the essence of their experiences, struggles, and ambitions in a deeply lyrical and evocative style. Key characters such as Karintha and Becky illustrate themes of beauty, sorrow, and societal complexity, portraying how they navigate their identities in a racially divided America.  The opening of ""Cane"" introduces a vivid portrait of life in Georgia through the character of Karintha, a woman celebrated for her beauty but marked by her tumultuous existence. The narrative conveys her transformation from an innocent girl to a symbol of allure that attracts the attention of men while illuminating the societal pressures she faces. As the text unfolds, readers are immersed in the rich sensory details of the Southern landscape and the multifaceted experiences of its inhabitants, setting the stage for a profound exploration of race, identity, and artistic expression that permeates the entire collection. (This is an automatically generated summary.)";African Americans -- Fiction, Southern States -- Fiction
??;Chong Wang;books;1;1;0;"""??"" by Chong Wang is a philosophical treatise written in the 1st century BC. The work explores concepts of virtue, talent, fortune, and the constant struggle between moral integrity and societal success, offering insights into the nature of human behavior and governance. It dissects the complexities of moral character versus external circumstances, expressing that one's potential for greatness may not always correspond with one's social status or recognition.  The opening of the text discusses the distinction between talent and fortune, emphasizing that an individual's abilities do not guarantee success in society. It suggests that circumstances and timing heavily influence one’s advancement, as demonstrated through historical examples of renowned figures such as Confucius and Mencius, who faced challenges despite their wisdom and virtue. The text posits that fortune can elevate the undeserving while neglecting the deserving, prompting reflections on the transient nature of success and the importance of moral conduct in the face of adversity. (This is an automatically generated summary.)";Philosophy, Chinese
Filipino Popular Tales (48);;books;1;1;0;"""Filipino Popular Tales"" by Dean S. Fansler is a collection of folk tales gathered from the Philippines during the early 20th century, specifically between 1908 and 1914. This compilation presents an accessible format for readers interested in the rich oral traditions of the Filipino people, showcasing the blend of indigenous folklore influenced by varied cultural encounters, including Malayan, Indian, and Occidental narratives. Fansler aims to highlight the significance of these tales in the broader context of world fiction, offering a glimpse into the unique cultural heritage of the Philippines.  At the start of the anthology, the opening tale, ""Suan's Good Luck,"" introduces a clever boy named Suan who gains a reputation as a diviner despite his playful nature and whimsical acts of deception. Through a series of challenges, Suan successfully finds a missing ring and wins the hand of a princess, exhibiting both luck and cunning along the way. The narrative follows Suan as he navigates a world filled with trials where intelligence and creativity triumph over adversity, setting the tone for the collection's overarching themes of wit, bravery, and the consequences of one's choices in Filipino folklore. (This is an automatically generated summary.)";Folklore -- Philippines, Tales -- Philippines
